-0.794554	3.430060	0.136996
-0.382090	6.133368	-0.368719
-1.930590	9.124523	-0.496652
-4.822338	9.575676	-0.868196
-7.853795	10.369069	0.254695
-10.115797	9.556716	-0.834163
-12.540019	7.943875	-0.140283
-13.965712	4.457518	-0.228013
-13.707407	2.838670	-0.809150
-12.906083	-0.863015	-0.641046
-10.971117	-1.854544	-0.118259
-8.302818	-3.243412	-0.073051
-4.560500	-3.307845	-0.852092
-2.168704	-1.052134	-0.233566
-0.155595	0.145758	-0.140242
3.412512	3.714009	-12.604231
2.979437	3.267609	-9.432236
3.189154	3.364728	-7.157671
3.293634	3.272748	-4.256235
3.419206	3.736055	-1.530499
2.992652	3.912841	1.286792
3.068335	3.882007	3.708463
3.217475	3.847263	6.716221
3.608566	3.266475	9.263643
3.272523	3.505061	12.086787
