1.637358	3.417278	0.170658
2.049821	6.120586	-0.335057
0.501321	9.111740	-0.462989
-2.390426	9.562894	-0.834533
-5.421884	10.356287	0.288357
-7.683885	9.543933	-0.800500
-10.108108	7.931093	-0.106621
-11.533801	4.444735	-0.194351
-11.275496	2.825887	-0.775487
-10.474171	-0.875798	-0.607383
-8.539206	-1.867327	-0.084597
-5.870907	-3.256195	-0.039389
-2.128588	-3.320628	-0.818430
0.263207	-1.064917	-0.199904
2.276317	0.132975	-0.106580
-0.192634	3.900424	-12.431107
-0.220918	3.797597	-9.546022
-0.272932	3.251848	-6.542769
-0.447044	3.322517	-4.462403
-0.239709	3.889970	-1.810910
-0.415596	3.477530	1.132900
-0.754689	3.250845	3.761093
-0.543770	3.651866	6.642173
-0.142908	3.793968	8.969311
-0.794975	3.623968	11.863837
