1.098426	3.417238	0.108456
1.510889	6.120545	-0.397259
-0.037611	9.111700	-0.525191
-2.929358	9.562853	-0.896735
-5.960816	10.356247	0.226155
-8.222817	9.543893	-0.862702
-10.647040	7.931052	-0.168823
-12.072733	4.444695	-0.256553
-11.814428	2.825847	-0.837689
-11.013103	-0.875838	-0.669585
-9.078138	-1.867367	-0.146798
-6.409839	-3.256235	-0.101591
-2.667520	-3.320668	-0.880632
-0.275725	-1.064957	-0.262105
1.737385	0.132935	-0.168782
0.585635	3.708176	-12.215815
0.489874	3.741320	-9.359559
0.327012	3.621684	-6.735151
0.223407	3.656672	-3.981276
0.512653	3.654566	-1.851101
0.698674	3.794893	1.393585
0.351763	3.350926	3.772913
0.063396	3.571034	6.154920
0.574016	3.323173	9.431619
0.232375	3.538697	11.898995
