1.407250	3.436773	0.189067
1.819714	6.140081	-0.316648
0.271214	9.131235	-0.444580
-2.620534	9.582389	-0.816124
-5.651991	10.375782	0.306767
-7.913993	9.563428	-0.782091
-10.338215	7.950588	-0.088212
-11.763908	4.464231	-0.175942
-11.505603	2.845382	-0.757078
-10.704279	-0.856303	-0.588974
-8.769313	-1.847831	-0.066187
-6.101014	-3.236700	-0.020980
-2.358696	-3.301133	-0.800021
0.033100	-1.045421	-0.181494
2.046209	0.152470	-0.088171
-0.084041	3.837435	-12.108485
-0.178095	3.425819	-9.766933
-0.253634	3.414411	-7.043062
0.184739	3.319546	-4.018767
-0.256746	3.456037	-1.804082
0.045484	3.854658	0.885125
-0.229459	3.521301	3.542295
0.196437	3.754865	6.807747
-0.026460	3.326736	8.923907
0.028209	3.757299	11.882218
